# Code book, raw-data file experiment ALEXIS 108: Extra experiment on detection.
# Detection of lag click: standard (s) = diotic single click, variable (v) = dichotic
# click pair (with fixed ild of -10 dB randomly pointing left or right). Peak of 
# standard fixed, peak of variable was varied. 
# Method: 2AFC with reminder. Possible 3-interval trials of equal probability: 
# <s, s, v-left>, <s, v-left, s>, <s, s, v-right>, <s, v-right, s>.
# Two response alternatives: "second", "third".
#
# Columns in raw data file 
# id: unique number for the listener = 1007
# date: date of testing
# time: test time for each trial
# day: rank order of date the experiment was conducted
# session: session number, there were 12 sessions, run on the same day
# trial: trial number within session, from 1 to whenever the staircase stopped
# tau: inter-click interval in ms
# ild: inter-aural-level difference of variable, always 10 dB
# ratio: dB-difference between lead and lag click of variable
# revno: reversal number, equals 0 of the trial was not a reversal
# speak: peak dB (re 0 dB) of standard (diotic single click)
# vpeak: peak dB (re 0 dB) of lag-click (dichotic click-pair)
# correct: Position of variable, in third interval (0) or second interval (1)
# answer: The answer given by the listener, "third" (0) or "second" (1). The answer 
#         was correct of answer == correct
#
id, date, time, day, session, trial, tau, ild, ratio, revno, speak, vpeak, correct, answer
1007, 2017-08-02, 13:42:58, 3,  4, 9, 5.00, 10.0, -30.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:43:01, 3,  4, 10, 5.00, 10.0, -35.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:43:03, 3,  4, 11, 5.00, 10.0, -40.000000, 1,    -18.872527,   -18.872527,   1,    0
1007, 2017-08-02, 13:43:06, 3,  4, 12, 5.00, 10.0, -35.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:43:09, 3,  4, 13, 5.00, 10.0, -35.000000, 0,    -18.872527,   -18.872527,   1,    0
1007, 2017-08-02, 13:43:11, 3,  4, 14, 5.00, 10.0, -30.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:43:14, 3,  4, 15, 5.00, 10.0, -30.000000, 2,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:43:17, 3,  4, 16, 5.00, 10.0, -35.000000, 3,    -18.872527,   -18.872527,   0,    1
1007, 2017-08-02, 13:43:20, 3,  4, 17, 5.00, 10.0, -30.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:43:22, 3,  4, 18, 5.00, 10.0, -30.000000, 4,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:43:25, 3,  4, 19, 5.00, 10.0, -33.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:43:28, 3,  4, 20, 5.00, 10.0, -33.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:43:31, 3,  4, 21, 5.00, 10.0, -36.000000, 5,    -18.872527,   -18.872527,   0,    1
1007, 2017-08-02, 13:43:33, 3,  4, 22, 5.00, 10.0, -33.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:43:36, 3,  4, 23, 5.00, 10.0, -33.000000, 6,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:43:39, 3,  4, 24, 5.00, 10.0, -36.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:43:41, 3,  4, 25, 5.00, 10.0, -36.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:43:44, 3,  4, 26, 5.00, 10.0, -39.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:43:47, 3,  4, 27, 5.00, 10.0, -39.000000, 7,    -18.872527,   -18.872527,   0,    1
1007, 2017-08-02, 13:43:49, 3,  4, 28, 5.00, 10.0, -36.000000, 0,    -18.872527,   -18.872527,   0,    1
1007, 2017-08-02, 13:43:52, 3,  4, 29, 5.00, 10.0, -33.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:43:55, 3,  4, 30, 5.00, 10.0, -33.000000, 0,    -18.872527,   -18.872527,   0,    1
1007, 2017-08-02, 13:43:57, 3,  4, 31, 5.00, 10.0, -30.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:44:00, 3,  4, 32, 5.00, 10.0, -30.000000, 8,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:44:03, 3,  4, 33, 5.00, 10.0, -33.000000, 9,    -18.872527,   -18.872527,   1,    0
1007, 2017-08-02, 13:44:05, 3,  4, 34, 5.00, 10.0, -32.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:44:08, 3,  4, 35, 5.00, 10.0, -32.000000, 0,    -18.872527,   -18.872527,   1,    0
1007, 2017-08-02, 13:44:11, 3,  4, 36, 5.00, 10.0, -31.000000, 0,    -18.872527,   -18.872527,   1,    0
1007, 2017-08-02, 13:44:13, 3,  4, 37, 5.00, 10.0, -30.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:44:16, 3,  4, 38, 5.00, 10.0, -30.000000, 10,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:44:18, 3,  4, 39, 5.00, 10.0, -31.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:44:21, 3,  4, 40, 5.00, 10.0, -31.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:44:24, 3,  4, 41, 5.00, 10.0, -32.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:44:26, 3,  4, 42, 5.00, 10.0, -32.000000, 11,    -18.872527,   -18.872527,   0,    1
1007, 2017-08-02, 13:44:29, 3,  4, 43, 5.00, 10.0, -31.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:44:31, 3,  4, 44, 5.00, 10.0, -31.000000, 12,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:44:34, 3,  4, 45, 5.00, 10.0, -32.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:44:37, 3,  4, 46, 5.00, 10.0, -32.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:44:39, 3,  4, 47, 5.00, 10.0, -33.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:44:42, 3,  4, 48, 5.00, 10.0, -33.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:44:45, 3,  4, 49, 5.00, 10.0, -34.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:44:47, 3,  4, 50, 5.00, 10.0, -34.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:44:50, 3,  4, 51, 5.00, 10.0, -35.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:44:53, 3,  4, 52, 5.00, 10.0, -35.000000, 13,    -18.872527,   -18.872527,   1,    0
1007, 2017-08-02, 13:44:56, 3,  4, 53, 5.00, 10.0, -34.000000, 0,    -18.872527,   -18.872527,   0,    1
1007, 2017-08-02, 13:44:59, 3,  4, 54, 5.00, 10.0, -33.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:45:01, 3,  4, 55, 5.00, 10.0, -33.000000, 14,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:45:07, 3,  5, 1, 18.00, 10.0, 10.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:45:10, 3,  5, 2, 18.00, 10.0, 5.000000, 0,    -18.872527,   -13.872527,   0,    0
1007, 2017-08-02, 13:45:12, 3,  5, 3, 18.00, 10.0, 0.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:45:15, 3,  5, 4, 18.00, 10.0, -5.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:45:17, 3,  5, 5, 18.00, 10.0, -10.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:45:20, 3,  5, 6, 18.00, 10.0, -15.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:45:22, 3,  5, 7, 18.00, 10.0, -20.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:45:25, 3,  5, 8, 18.00, 10.0, -25.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:45:27, 3,  5, 9, 18.00, 10.0, -30.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:45:30, 3,  5, 10, 18.00, 10.0, -35.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:45:32, 3,  5, 11, 18.00, 10.0, -40.000000, 1,    -18.872527,   -18.872527,   1,    0
1007, 2017-08-02, 13:45:35, 3,  5, 12, 18.00, 10.0, -35.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:45:38, 3,  5, 13, 18.00, 10.0, -35.000000, 2,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:45:41, 3,  5, 14, 18.00, 10.0, -40.000000, 3,    -18.872527,   -18.872527,   1,    0
1007, 2017-08-02, 13:45:43, 3,  5, 15, 18.00, 10.0, -35.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:45:46, 3,  5, 16, 18.00, 10.0, -35.000000, 4,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:45:48, 3,  5, 17, 18.00, 10.0, -38.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:45:51, 3,  5, 18, 18.00, 10.0, -38.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:45:53, 3,  5, 19, 18.00, 10.0, -41.000000, 5,    -18.872527,   -18.872527,   1,    0
1007, 2017-08-02, 13:45:56, 3,  5, 20, 18.00, 10.0, -38.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:45:59, 3,  5, 21, 18.00, 10.0, -38.000000, 6,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:46:01, 3,  5, 22, 18.00, 10.0, -41.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:46:04, 3,  5, 23, 18.00, 10.0, -41.000000, 7,    -18.872527,   -18.872527,   0,    1
1007, 2017-08-02, 13:46:07, 3,  5, 24, 18.00, 10.0, -38.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:46:10, 3,  5, 25, 18.00, 10.0, -38.000000, 8,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:46:12, 3,  5, 26, 18.00, 10.0, -41.000000, 9,    -18.872527,   -18.872527,   0,    1
1007, 2017-08-02, 13:46:15, 3,  5, 27, 18.00, 10.0, -40.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:46:18, 3,  5, 28, 18.00, 10.0, -40.000000, 10,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:46:20, 3,  5, 29, 18.00, 10.0, -41.000000, 11,    -18.872527,   -18.872527,   1,    0
1007, 2017-08-02, 13:46:23, 3,  5, 30, 18.00, 10.0, -40.000000, 0,    -18.872527,   -18.872527,   1,    0
1007, 2017-08-02, 13:46:26, 3,  5, 31, 18.00, 10.0, -39.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:46:28, 3,  5, 32, 18.00, 10.0, -39.000000, 12,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:46:31, 3,  5, 33, 18.00, 10.0, -40.000000, 13,    -18.872527,   -18.872527,   1,    0
1007, 2017-08-02, 13:46:34, 3,  5, 34, 18.00, 10.0, -39.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:46:36, 3,  5, 35, 18.00, 10.0, -39.000000, 14,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:46:43, 3,  6, 1, 2.00, 10.0, 10.000000, 0,    -18.872527,   -8.872527,   0,    0
1007, 2017-08-02, 13:46:45, 3,  6, 2, 2.00, 10.0, 5.000000, 0,    -18.872527,   -13.872527,   0,    0
1007, 2017-08-02, 13:46:47, 3,  6, 3, 2.00, 10.0, 0.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:46:50, 3,  6, 4, 2.00, 10.0, -5.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:46:52, 3,  6, 5, 2.00, 10.0, -10.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:46:55, 3,  6, 6, 2.00, 10.0, -15.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:46:57, 3,  6, 7, 2.00, 10.0, -20.000000, 1,    -18.872527,   -18.872527,   1,    0
1007, 2017-08-02, 13:47:00, 3,  6, 8, 2.00, 10.0, -15.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:47:03, 3,  6, 9, 2.00, 10.0, -15.000000, 2,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:47:05, 3,  6, 10, 2.00, 10.0, -20.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:47:08, 3,  6, 11, 2.00, 10.0, -20.000000, 3,    -18.872527,   -18.872527,   0,    1
1007, 2017-08-02, 13:47:10, 3,  6, 12, 2.00, 10.0, -15.000000, 0,    -18.872527,   -18.872527,   0,    1
1007, 2017-08-02, 13:47:13, 3,  6, 13, 2.00, 10.0, -10.000000, 0,    -18.872527,   -18.872527,   0,    1
1007, 2017-08-02, 13:47:15, 3,  6, 14, 2.00, 10.0, -5.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:47:18, 3,  6, 15, 2.00, 10.0, -5.000000, 4,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:47:20, 3,  6, 16, 2.00, 10.0, -8.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:47:23, 3,  6, 17, 2.00, 10.0, -8.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:47:25, 3,  6, 18, 2.00, 10.0, -11.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:47:28, 3,  6, 19, 2.00, 10.0, -11.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:47:30, 3,  6, 20, 2.00, 10.0, -14.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:47:33, 3,  6, 21, 2.00, 10.0, -14.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:47:35, 3,  6, 22, 2.00, 10.0, -17.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:47:38, 3,  6, 23, 2.00, 10.0, -17.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:47:41, 3,  6, 24, 2.00, 10.0, -20.000000, 5,    -18.872527,   -18.872527,   0,    1
1007, 2017-08-02, 13:47:43, 3,  6, 25, 2.00, 10.0, -17.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:47:46, 3,  6, 26, 2.00, 10.0, -17.000000, 0,    -18.872527,   -18.872527,   0,    1
1007, 2017-08-02, 13:47:48, 3,  6, 27, 2.00, 10.0, -14.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:47:51, 3,  6, 28, 2.00, 10.0, -14.000000, 6,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:47:53, 3,  6, 29, 2.00, 10.0, -17.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:47:56, 3,  6, 30, 2.00, 10.0, -17.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:47:59, 3,  6, 31, 2.00, 10.0, -20.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:48:01, 3,  6, 32, 2.00, 10.0, -20.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:48:04, 3,  6, 33, 2.00, 10.0, -23.000000, 7,    -18.872527,   -18.872527,   1,    0
1007, 2017-08-02, 13:48:06, 3,  6, 34, 2.00, 10.0, -20.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:48:09, 3,  6, 35, 2.00, 10.0, -20.000000, 8,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:48:12, 3,  6, 36, 2.00, 10.0, -23.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:48:14, 3,  6, 37, 2.00, 10.0, -23.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:48:17, 3,  6, 38, 2.00, 10.0, -26.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:48:20, 3,  6, 39, 2.00, 10.0, -26.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:48:22, 3,  6, 40, 2.00, 10.0, -29.000000, 9,    -18.872527,   -18.872527,   0,    1
1007, 2017-08-02, 13:48:25, 3,  6, 41, 2.00, 10.0, -28.000000, 0,    -18.872527,   -18.872527,   1,    0
1007, 2017-08-02, 13:48:27, 3,  6, 42, 2.00, 10.0, -27.000000, 0,    -18.872527,   -18.872527,   0,    1
1007, 2017-08-02, 13:48:30, 3,  6, 43, 2.00, 10.0, -26.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:48:33, 3,  6, 44, 2.00, 10.0, -26.000000, 0,    -18.872527,   -18.872527,   1,    0
1007, 2017-08-02, 13:48:35, 3,  6, 45, 2.00, 10.0, -25.000000, 0,    -18.872527,   -18.872527,   1,    0
1007, 2017-08-02, 13:48:38, 3,  6, 46, 2.00, 10.0, -24.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:48:40, 3,  6, 47, 2.00, 10.0, -24.000000, 10,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:48:43, 3,  6, 48, 2.00, 10.0, -25.000000, 11,    -18.872527,   -18.872527,   1,    0
1007, 2017-08-02, 13:48:46, 3,  6, 49, 2.00, 10.0, -24.000000, 0,    -18.872527,   -18.872527,   0,    1
1007, 2017-08-02, 13:48:48, 3,  6, 50, 2.00, 10.0, -23.000000, 0,    -18.872527,   -18.872527,   1,    0
1007, 2017-08-02, 13:48:51, 3,  6, 51, 2.00, 10.0, -22.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:48:53, 3,  6, 52, 2.00, 10.0, -22.000000, 12,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:48:56, 3,  6, 53, 2.00, 10.0, -23.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:48:59, 3,  6, 54, 2.00, 10.0, -23.000000, 13,    -18.872527,   -18.872527,   0,    1
1007, 2017-08-02, 13:49:01, 3,  6, 55, 2.00, 10.0, -22.000000, 0,    -18.872527,   -18.872527,   0,    1
1007, 2017-08-02, 13:49:04, 3,  6, 56, 2.00, 10.0, -21.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:49:07, 3,  6, 57, 2.00, 10.0, -21.000000, 14,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:55:39, 3,  7, 1, 0.25, 10.0, 10.000000, 0,    -18.872527,   -18.870218,   0,    0
1007, 2017-08-02, 13:55:41, 3,  7, 2, 0.25, 10.0, 5.000000, 0,    -18.872527,   -14.008569,   0,    0
1007, 2017-08-02, 13:55:43, 3,  7, 3, 0.25, 10.0, 0.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:55:46, 3,  7, 4, 0.25, 10.0, -5.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:55:48, 3,  7, 5, 0.25, 10.0, -10.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:55:51, 3,  7, 6, 0.25, 10.0, -15.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:55:53, 3,  7, 7, 0.25, 10.0, -20.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:55:56, 3,  7, 8, 0.25, 10.0, -25.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:55:58, 3,  7, 9, 0.25, 10.0, -30.000000, 1,    -18.872527,   -18.872527,   0,    1
1007, 2017-08-02, 13:56:01, 3,  7, 10, 0.25, 10.0, -25.000000, 0,    -18.872527,   -18.872527,   0,    1
1007, 2017-08-02, 13:56:03, 3,  7, 11, 0.25, 10.0, -20.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:56:06, 3,  7, 12, 0.25, 10.0, -20.000000, 2,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:56:08, 3,  7, 13, 0.25, 10.0, -25.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:56:11, 3,  7, 14, 0.25, 10.0, -25.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:56:13, 3,  7, 15, 0.25, 10.0, -30.000000, 3,    -18.872527,   -18.872527,   0,    1
1007, 2017-08-02, 13:56:16, 3,  7, 16, 0.25, 10.0, -25.000000, 0,    -18.872527,   -18.872527,   0,    1
1007, 2017-08-02, 13:56:18, 3,  7, 17, 0.25, 10.0, -20.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:56:21, 3,  7, 18, 0.25, 10.0, -20.000000, 4,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:56:24, 3,  7, 19, 0.25, 10.0, -23.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:56:26, 3,  7, 20, 0.25, 10.0, -23.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:56:29, 3,  7, 21, 0.25, 10.0, -26.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:56:32, 3,  7, 22, 0.25, 10.0, -26.000000, 5,    -18.872527,   -18.872527,   1,    0
1007, 2017-08-02, 13:56:34, 3,  7, 23, 0.25, 10.0, -23.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:56:37, 3,  7, 24, 0.25, 10.0, -23.000000, 6,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:56:40, 3,  7, 25, 0.25, 10.0, -26.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:56:43, 3,  7, 26, 0.25, 10.0, -26.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:56:46, 3,  7, 27, 0.25, 10.0, -29.000000, 7,    -18.872527,   -18.872527,   1,    0
1007, 2017-08-02, 13:56:49, 3,  7, 28, 0.25, 10.0, -26.000000, 0,    -18.872527,   -18.872527,   0,    1
1007, 2017-08-02, 13:56:51, 3,  7, 29, 0.25, 10.0, -23.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:56:54, 3,  7, 30, 0.25, 10.0, -23.000000, 8,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:56:56, 3,  7, 31, 0.25, 10.0, -26.000000, 9,    -18.872527,   -18.872527,   0,    1
1007, 2017-08-02, 13:56:59, 3,  7, 32, 0.25, 10.0, -25.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:57:02, 3,  7, 33, 0.25, 10.0, -25.000000, 0,    -18.872527,   -18.872527,   1,    0
1007, 2017-08-02, 13:57:05, 3,  7, 34, 0.25, 10.0, -24.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:57:08, 3,  7, 35, 0.25, 10.0, -24.000000, 10,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:57:10, 3,  7, 36, 0.25, 10.0, -25.000000, 11,    -18.872527,   -18.872527,   0,    1
1007, 2017-08-02, 13:57:13, 3,  7, 37, 0.25, 10.0, -24.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:57:15, 3,  7, 38, 0.25, 10.0, -24.000000, 12,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:57:18, 3,  7, 39, 0.25, 10.0, -25.000000, 13,    -18.872527,   -18.872527,   0,    1
1007, 2017-08-02, 13:57:21, 3,  7, 40, 0.25, 10.0, -24.000000, 0,    -18.872527,   -18.872527,   0,    1
1007, 2017-08-02, 13:57:23, 3,  7, 41, 0.25, 10.0, -23.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:57:26, 3,  7, 42, 0.25, 10.0, -23.000000, 0,    -18.872527,   -18.872527,   1,    0
1007, 2017-08-02, 13:57:29, 3,  7, 43, 0.25, 10.0, -22.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:57:32, 3,  7, 44, 0.25, 10.0, -22.000000, 14,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:57:39, 3,  8, 1, 1.00, 10.0, 10.000000, 0,    -18.872527,   -8.872625,   1,    1
1007, 2017-08-02, 13:57:41, 3,  8, 2, 1.00, 10.0, 5.000000, 0,    -18.872527,   -13.872702,   1,    1
1007, 2017-08-02, 13:57:44, 3,  8, 3, 1.00, 10.0, 0.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:57:46, 3,  8, 4, 1.00, 10.0, -5.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:57:49, 3,  8, 5, 1.00, 10.0, -10.000000, 1,    -18.872527,   -18.872527,   1,    0
1007, 2017-08-02, 13:57:52, 3,  8, 6, 1.00, 10.0, -5.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:57:54, 3,  8, 7, 1.00, 10.0, -5.000000, 2,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:57:57, 3,  8, 8, 1.00, 10.0, -10.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:57:59, 3,  8, 9, 1.00, 10.0, -10.000000, 3,    -18.872527,   -18.872527,   0,    1
1007, 2017-08-02, 13:58:02, 3,  8, 10, 1.00, 10.0, -5.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:58:04, 3,  8, 11, 1.00, 10.0, -5.000000, 4,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:58:07, 3,  8, 12, 1.00, 10.0, -8.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:58:09, 3,  8, 13, 1.00, 10.0, -8.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:58:12, 3,  8, 14, 1.00, 10.0, -11.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:58:15, 3,  8, 15, 1.00, 10.0, -11.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:58:17, 3,  8, 16, 1.00, 10.0, -14.000000, 0,    -18.872527,   -18.872527,   0,    0
1007, 2017-08-02, 13:58:20, 3,  8, 17, 1.00, 10.0, -14.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:58:23, 3,  8, 18, 1.00, 10.0, -17.000000, 0,    -18.872527,   -18.872527,   1,    1
1007, 2017-08-02, 13:58:25, 3,  8, 19, 1.00, 10.0, -17.000000, 5,    -18.872527,   -18.872527,   0,    1
1007, 2017-08-02, 13:58:28, 3,  8, 20, 1.00, 10.0, -14.000000, 0,    -18.872527,   -18.872527,   1,    1
